event_id,timestamp,machine_id,plc_name,tag_name,tag_value,data_type,event_type,product_code,batch_id,shift,source_system
80390,2026-01-30T11:45:36.743Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80391,2026-01-30T11:45:36.841Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80392,2026-01-30T11:45:37.066Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80393,2026-01-30T11:45:37.200Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,41.85,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80394,2026-01-30T11:45:37.257Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,112.67,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80395,2026-01-30T11:45:37.454Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.85,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80396,2026-01-30T11:45:37.610Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,101.29,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80397,2026-01-30T11:45:37.811Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80398,2026-01-30T11:45:37.875Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80399,2026-01-30T11:45:38.023Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80400,2026-01-30T11:45:38.054Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80401,2026-01-30T11:45:38.168Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80402,2026-01-30T11:45:38.397Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80403,2026-01-30T11:45:38.546Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,42.59,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80404,2026-01-30T11:45:38.601Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.47,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80405,2026-01-30T11:45:38.753Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,143.59,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80406,2026-01-30T11:45:38.948Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.53,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80407,2026-01-30T11:45:39.147Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80408,2026-01-30T11:45:39.226Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80409,2026-01-30T11:45:39.385Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80410,2026-01-30T11:45:39.422Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80411,2026-01-30T11:45:39.523Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80412,2026-01-30T11:45:39.814Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80413,2026-01-30T11:45:39.972Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,38.96,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80414,2026-01-30T11:45:40.036Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.94,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80415,2026-01-30T11:45:40.266Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.8,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80416,2026-01-30T11:45:40.451Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,97.57,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80417,2026-01-30T11:45:40.645Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80418,2026-01-30T11:45:40.774Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80419,2026-01-30T11:45:40.954Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80420,2026-01-30T11:45:40.990Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80421,2026-01-30T11:45:41.108Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80422,2026-01-30T11:45:41.350Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80423,2026-01-30T11:45:41.505Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,39.92,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80424,2026-01-30T11:45:41.549Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,106.84,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80425,2026-01-30T11:45:41.748Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,143.75,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80426,2026-01-30T11:45:41.921Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,96.29,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80427,2026-01-30T11:45:42.131Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80428,2026-01-30T11:45:42.194Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80429,2026-01-30T11:45:42.389Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80430,2026-01-30T11:45:42.427Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80431,2026-01-30T11:45:42.541Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80432,2026-01-30T11:45:42.786Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80433,2026-01-30T11:45:42.941Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.92,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80434,2026-01-30T11:45:43.009Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,112.12,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80435,2026-01-30T11:45:43.192Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.82,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80436,2026-01-30T11:45:43.406Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.87,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80437,2026-01-30T11:45:43.605Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80438,2026-01-30T11:45:43.696Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80439,2026-01-30T11:45:43.875Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80440,2026-01-30T11:45:43.910Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80441,2026-01-30T11:45:44.022Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80442,2026-01-30T11:45:44.347Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80443,2026-01-30T11:45:44.476Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,47.36,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80444,2026-01-30T11:45:44.552Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,115.99,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80445,2026-01-30T11:45:44.754Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.17,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80446,2026-01-30T11:45:44.975Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,102.97,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80447,2026-01-30T11:45:45.188Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80448,2026-01-30T11:45:45.327Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80449,2026-01-30T11:45:45.498Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80450,2026-01-30T11:45:45.540Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80451,2026-01-30T11:45:45.665Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80452,2026-01-30T11:45:45.934Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80453,2026-01-30T11:45:46.074Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,38.89,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80454,2026-01-30T11:45:46.142Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,111.38,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80455,2026-01-30T11:45:46.341Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.1,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80456,2026-01-30T11:45:46.524Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,103.68,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80457,2026-01-30T11:45:46.751Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80458,2026-01-30T11:45:46.844Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80459,2026-01-30T11:45:47.023Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80460,2026-01-30T11:45:47.057Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80461,2026-01-30T11:45:47.146Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,HMI heartbeat,1,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80462,2026-01-30T11:45:47.184Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80463,2026-01-30T11:45:47.414Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80464,2026-01-30T11:45:47.579Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,46.99,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80465,2026-01-30T11:45:47.637Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,108.94,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80466,2026-01-30T11:45:47.820Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.23,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80467,2026-01-30T11:45:48.053Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,101.33,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80468,2026-01-30T11:45:48.249Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80469,2026-01-30T11:45:48.308Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80470,2026-01-30T11:45:48.503Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80471,2026-01-30T11:45:48.538Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80472,2026-01-30T11:45:48.653Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80473,2026-01-30T11:45:48.901Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80474,2026-01-30T11:45:49.024Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,41.46,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80475,2026-01-30T11:45:49.075Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,113.06,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80476,2026-01-30T11:45:49.277Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,139.8,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80477,2026-01-30T11:45:49.458Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,102.98,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80478,2026-01-30T11:45:49.664Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80479,2026-01-30T11:45:49.712Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80480,2026-01-30T11:45:49.900Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80481,2026-01-30T11:45:49.938Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80482,2026-01-30T11:45:50.025Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80483,2026-01-30T11:45:50.301Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80484,2026-01-30T11:45:50.452Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.28,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80485,2026-01-30T11:45:50.493Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,107.82,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80486,2026-01-30T11:45:50.681Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.47,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80487,2026-01-30T11:45:50.879Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,101.11,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80488,2026-01-30T11:45:51.078Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80489,2026-01-30T11:45:51.191Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80490,2026-01-30T11:45:51.345Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80491,2026-01-30T11:45:51.381Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80492,2026-01-30T11:45:51.479Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80493,2026-01-30T11:45:51.758Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80494,2026-01-30T11:45:51.887Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,46.62,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80495,2026-01-30T11:45:51.941Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.7,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80496,2026-01-30T11:45:52.134Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.93,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80497,2026-01-30T11:45:52.290Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,102.08,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80498,2026-01-30T11:45:52.491Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80499,2026-01-30T11:45:52.582Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80500,2026-01-30T11:45:52.755Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80501,2026-01-30T11:45:52.788Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80502,2026-01-30T11:45:52.916Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80503,2026-01-30T11:45:53.167Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80504,2026-01-30T11:45:53.297Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.53,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80505,2026-01-30T11:45:53.349Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,109.5,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80506,2026-01-30T11:45:53.553Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,139.29,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80507,2026-01-30T11:45:53.751Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,102.07,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80508,2026-01-30T11:45:53.923Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80509,2026-01-30T11:45:54.007Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80510,2026-01-30T11:45:54.190Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80511,2026-01-30T11:45:54.218Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80512,2026-01-30T11:45:54.298Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80513,2026-01-30T11:45:54.542Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80514,2026-01-30T11:45:54.641Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,46.63,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80515,2026-01-30T11:45:54.708Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,109.09,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80516,2026-01-30T11:45:54.840Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,143.58,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80517,2026-01-30T11:45:54.999Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,HMI heartbeat,1,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80518,2026-01-30T11:45:55.010Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.88,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80519,2026-01-30T11:45:55.156Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80520,2026-01-30T11:45:55.258Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-C,BATCH-1015,DAY,synthetic_plc
80521,2026-01-30T11:45:55.390Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80522,2026-01-30T11:45:55.425Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80523,2026-01-30T11:45:55.523Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80524,2026-01-30T11:45:55.780Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-C,BATCH-1015,DAY,synthetic_plc
80525,2026-01-30T11:45:55.937Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,41.21,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80526,2026-01-30T11:45:55.968Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.44,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
80527,2026-01-30T11:45:56.176Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.24,REAL,ANALOG_SAMPLE,FG-C,BATCH-1015,DAY,synthetic_plc
