cycle_index,cycle_start_time,cycle_end_time,cycle_ms,product_code,batch_id,shift,fault_mode,is_long_gap,is_abnormal_cycle
9114,2026-01-30T12:18:47.313Z,2026-01-30T12:18:48.874Z,1561,FG-A,BATCH-1018,DAY,normal,0,0
9115,2026-01-30T12:18:48.874Z,2026-01-30T12:18:50.652Z,1778,FG-A,BATCH-1018,DAY,normal,0,0
9116,2026-01-30T12:18:50.652Z,2026-01-30T12:18:52.216Z,1564,FG-A,BATCH-1018,DAY,normal,0,0
9117,2026-01-30T12:18:52.216Z,2026-01-30T12:18:54.029Z,1813,FG-A,BATCH-1018,DAY,normal,0,0
9118,2026-01-30T12:18:54.029Z,2026-01-30T12:18:55.526Z,1497,FG-A,BATCH-1018,DAY,normal,0,0
9119,2026-01-30T12:18:55.526Z,2026-01-30T12:18:57.149Z,1623,FG-A,BATCH-1018,DAY,normal,0,0
9120,2026-01-30T12:18:57.149Z,2026-01-30T12:18:58.772Z,1623,FG-A,BATCH-1018,DAY,normal,0,0
9121,2026-01-30T12:18:58.772Z,2026-01-30T12:19:00.425Z,1653,FG-A,BATCH-1018,DAY,normal,0,0
9122,2026-01-30T12:19:00.425Z,2026-01-30T12:19:02.048Z,1623,FG-A,BATCH-1018,DAY,normal,0,0
9123,2026-01-30T12:19:02.048Z,2026-01-30T12:19:03.799Z,1751,FG-A,BATCH-1018,DAY,normal,0,0
9124,2026-01-30T12:19:03.799Z,2026-01-30T12:19:05.390Z,1591,FG-A,BATCH-1018,DAY,normal,0,0
9125,2026-01-30T12:19:05.390Z,2026-01-30T12:19:07.016Z,1626,FG-A,BATCH-1018,DAY,normal,0,0
9126,2026-01-30T12:19:07.016Z,2026-01-30T12:19:08.726Z,1710,FG-A,BATCH-1018,DAY,normal,0,0
9127,2026-01-30T12:19:08.726Z,2026-01-30T12:19:10.528Z,1802,FG-A,BATCH-1018,DAY,normal,0,0
9128,2026-01-30T12:19:10.528Z,2026-01-30T12:19:24.515Z,13987,FG-A,BATCH-1018,DAY,long_gap,1,1
9129,2026-01-30T12:19:24.515Z,2026-01-30T12:19:26.143Z,1628,FG-A,BATCH-1018,DAY,normal,0,0
9130,2026-01-30T12:19:26.143Z,2026-01-30T12:19:27.744Z,1601,FG-A,BATCH-1018,DAY,normal,0,0
9131,2026-01-30T12:19:27.744Z,2026-01-30T12:19:29.390Z,1646,FG-A,BATCH-1018,DAY,normal,0,0
9132,2026-01-30T12:19:29.390Z,2026-01-30T12:19:30.976Z,1586,FG-A,BATCH-1018,DAY,normal,0,0
9133,2026-01-30T12:19:30.976Z,2026-01-30T12:19:32.670Z,1694,FG-A,BATCH-1018,DAY,normal,0,0
9134,2026-01-30T12:19:32.670Z,2026-01-30T12:19:34.270Z,1600,FG-A,BATCH-1018,DAY,normal,0,0
9135,2026-01-30T12:19:34.270Z,2026-01-30T12:19:35.777Z,1507,FG-A,BATCH-1018,DAY,normal,0,0
9136,2026-01-30T12:19:35.777Z,2026-01-30T12:19:37.490Z,1713,FG-A,BATCH-1018,DAY,normal,0,0
9137,2026-01-30T12:19:37.490Z,2026-01-30T12:19:39.178Z,1688,FG-A,BATCH-1018,DAY,normal,0,0
9138,2026-01-30T12:19:39.178Z,2026-01-30T12:19:40.714Z,1536,FG-A,BATCH-1018,DAY,normal,0,0
9139,2026-01-30T12:19:40.714Z,2026-01-30T12:19:42.339Z,1625,FG-A,BATCH-1018,DAY,normal,0,0
9140,2026-01-30T12:19:42.339Z,2026-01-30T12:19:43.944Z,1605,FG-A,BATCH-1018,DAY,normal,0,0
9141,2026-01-30T12:19:43.944Z,2026-01-30T12:19:45.456Z,1512,FG-A,BATCH-1018,DAY,normal,0,0
9142,2026-01-30T12:19:45.456Z,2026-01-30T12:19:47.117Z,1661,FG-A,BATCH-1018,DAY,normal,0,0
9143,2026-01-30T12:19:47.117Z,2026-01-30T12:19:48.614Z,1497,FG-A,BATCH-1018,DAY,normal,0,0
9144,2026-01-30T12:19:48.614Z,2026-01-30T12:19:50.253Z,1639,FG-A,BATCH-1018,DAY,normal,0,0
9145,2026-01-30T12:19:50.253Z,2026-01-30T12:19:51.960Z,1707,FG-A,BATCH-1018,DAY,normal,0,0
9146,2026-01-30T12:19:51.960Z,2026-01-30T12:19:53.677Z,1717,FG-A,BATCH-1018,DAY,normal,0,0
9147,2026-01-30T12:19:53.677Z,2026-01-30T12:19:55.206Z,1529,FG-A,BATCH-1018,DAY,normal,0,0
9148,2026-01-30T12:19:55.206Z,2026-01-30T12:19:56.750Z,1544,FG-A,BATCH-1018,DAY,normal,0,0
9149,2026-01-30T12:19:56.750Z,2026-01-30T12:19:58.474Z,1724,FG-A,BATCH-1018,DAY,normal,0,0
9150,2026-01-30T12:19:58.474Z,2026-01-30T12:20:00.072Z,1598,FG-A,BATCH-1018,DAY,normal,0,0
9151,2026-01-30T12:20:00.072Z,2026-01-30T12:20:01.644Z,1572,FG-A,BATCH-1018,DAY,normal,0,0
9152,2026-01-30T12:20:01.644Z,2026-01-30T12:20:03.135Z,1491,FG-A,BATCH-1018,DAY,normal,0,0
9153,2026-01-30T12:20:03.135Z,2026-01-30T12:20:04.766Z,1631,FG-A,BATCH-1018,DAY,normal,0,0
9154,2026-01-30T12:20:04.766Z,2026-01-30T12:20:06.516Z,1750,FG-A,BATCH-1018,DAY,normal,0,0
9155,2026-01-30T12:20:06.516Z,2026-01-30T12:20:08.068Z,1552,FG-A,BATCH-1018,DAY,normal,0,0
9156,2026-01-30T12:20:08.068Z,2026-01-30T12:20:09.588Z,1520,FG-A,BATCH-1018,DAY,normal,0,0
9157,2026-01-30T12:20:09.588Z,2026-01-30T12:20:11.178Z,1590,FG-A,BATCH-1018,DAY,normal,0,0
9158,2026-01-30T12:20:11.178Z,2026-01-30T12:20:12.831Z,1653,FG-A,BATCH-1018,DAY,normal,0,0
9159,2026-01-30T12:20:12.831Z,2026-01-30T12:20:14.516Z,1685,FG-A,BATCH-1018,DAY,normal,0,0
9160,2026-01-30T12:20:14.516Z,2026-01-30T12:20:16.144Z,1628,FG-A,BATCH-1018,DAY,normal,0,0
9161,2026-01-30T12:20:16.144Z,2026-01-30T12:20:17.680Z,1536,FG-A,BATCH-1018,DAY,normal,0,0
9162,2026-01-30T12:20:17.680Z,2026-01-30T12:20:19.221Z,1541,FG-A,BATCH-1018,DAY,normal,0,0
9163,2026-01-30T12:20:19.221Z,2026-01-30T12:20:20.702Z,1481,FG-A,BATCH-1018,DAY,normal,0,0
9164,2026-01-30T12:20:20.702Z,2026-01-30T12:20:22.137Z,1435,FG-A,BATCH-1018,DAY,normal,0,0
9165,2026-01-30T12:20:22.137Z,2026-01-30T12:20:23.679Z,1542,FG-A,BATCH-1018,DAY,normal,0,0
9166,2026-01-30T12:20:23.679Z,2026-01-30T12:20:25.223Z,1544,FG-A,BATCH-1018,DAY,normal,0,0
9167,2026-01-30T12:20:25.223Z,2026-01-30T12:20:26.970Z,1747,FG-A,BATCH-1018,DAY,normal,0,0
9168,2026-01-30T12:20:26.970Z,2026-01-30T12:20:28.732Z,1762,FG-A,BATCH-1018,DAY,normal,0,0
9169,2026-01-30T12:20:28.732Z,2026-01-30T12:20:30.090Z,1358,FG-A,BATCH-1018,DAY,fast_cycle,0,0
9170,2026-01-30T12:20:30.090Z,2026-01-30T12:20:31.588Z,1498,FG-A,BATCH-1018,DAY,normal,0,0
9171,2026-01-30T12:20:31.588Z,2026-01-30T12:20:33.248Z,1660,FG-A,BATCH-1018,DAY,normal,0,0
9172,2026-01-30T12:20:33.248Z,2026-01-30T12:20:35.010Z,1762,FG-A,BATCH-1018,DAY,normal,0,0
9173,2026-01-30T12:20:35.010Z,2026-01-30T12:20:36.514Z,1504,FG-A,BATCH-1018,DAY,normal,0,0
9174,2026-01-30T12:20:36.514Z,2026-01-30T12:20:38.093Z,1579,FG-A,BATCH-1018,DAY,normal,0,0
9175,2026-01-30T12:20:38.093Z,2026-01-30T12:20:39.821Z,1728,FG-A,BATCH-1018,DAY,normal,0,0
9176,2026-01-30T12:20:39.821Z,2026-01-30T12:20:42.492Z,2671,FG-A,BATCH-1018,DAY,slow_cycle,0,1
9177,2026-01-30T12:20:42.492Z,2026-01-30T12:20:44.119Z,1627,FG-A,BATCH-1018,DAY,normal,0,0
9178,2026-01-30T12:20:44.119Z,2026-01-30T12:20:45.659Z,1540,FG-A,BATCH-1018,DAY,normal,0,0
9179,2026-01-30T12:20:45.659Z,2026-01-30T12:20:47.509Z,1850,FG-A,BATCH-1018,DAY,normal,0,0
9180,2026-01-30T12:20:47.509Z,2026-01-30T12:20:49.166Z,1657,FG-A,BATCH-1018,DAY,normal,0,0
9181,2026-01-30T12:20:49.166Z,2026-01-30T12:20:50.617Z,1451,FG-A,BATCH-1018,DAY,normal,0,0
9182,2026-01-30T12:20:50.617Z,2026-01-30T12:20:52.313Z,1696,FG-A,BATCH-1018,DAY,normal,0,0
9183,2026-01-30T12:20:52.313Z,2026-01-30T12:20:53.846Z,1533,FG-A,BATCH-1018,DAY,normal,0,0
9184,2026-01-30T12:20:53.846Z,2026-01-30T12:20:55.594Z,1748,FG-A,BATCH-1018,DAY,normal,0,0
9185,2026-01-30T12:20:55.594Z,2026-01-30T12:20:57.285Z,1691,FG-A,BATCH-1018,DAY,normal,0,0
9186,2026-01-30T12:20:57.285Z,2026-01-30T12:20:58.741Z,1456,FG-A,BATCH-1018,DAY,normal,0,0
9187,2026-01-30T12:20:58.741Z,2026-01-30T12:21:00.353Z,1612,FG-A,BATCH-1018,DAY,normal,0,0
9188,2026-01-30T12:21:00.353Z,2026-01-30T12:21:02.030Z,1677,FG-A,BATCH-1018,DAY,normal,0,0
9189,2026-01-30T12:21:02.030Z,2026-01-30T12:21:03.680Z,1650,FG-A,BATCH-1018,DAY,normal,0,0
9190,2026-01-30T12:21:03.680Z,2026-01-30T12:21:05.221Z,1541,FG-A,BATCH-1018,DAY,normal,0,0
9191,2026-01-30T12:21:05.221Z,2026-01-30T12:21:06.818Z,1597,FG-A,BATCH-1018,DAY,normal,0,0
9192,2026-01-30T12:21:06.818Z,2026-01-30T12:21:08.448Z,1630,FG-A,BATCH-1018,DAY,normal,0,0
9193,2026-01-30T12:21:08.448Z,2026-01-30T12:21:10.050Z,1602,FG-A,BATCH-1018,DAY,normal,0,0
9194,2026-01-30T12:21:10.050Z,2026-01-30T12:21:11.787Z,1737,FG-A,BATCH-1018,DAY,normal,0,0
9195,2026-01-30T12:21:11.787Z,2026-01-30T12:21:13.266Z,1479,FG-A,BATCH-1018,DAY,normal,0,0
9196,2026-01-30T12:21:13.266Z,2026-01-30T12:21:14.933Z,1667,FG-A,BATCH-1018,DAY,normal,0,0
9197,2026-01-30T12:21:14.933Z,2026-01-30T12:21:16.459Z,1526,FG-A,BATCH-1018,DAY,normal,0,0
9198,2026-01-30T12:21:16.459Z,2026-01-30T12:21:18.187Z,1728,FG-A,BATCH-1018,DAY,normal,0,0
9199,2026-01-30T12:21:18.187Z,2026-01-30T12:21:19.953Z,1766,FG-A,BATCH-1018,DAY,normal,0,0
9200,2026-01-30T12:21:19.953Z,2026-01-30T12:21:21.598Z,1645,FG-A,BATCH-1018,DAY,normal,0,0
9201,2026-01-30T12:21:21.598Z,2026-01-30T12:21:23.378Z,1780,FG-A,BATCH-1018,DAY,normal,0,0
9202,2026-01-30T12:21:23.378Z,2026-01-30T12:21:24.950Z,1572,FG-A,BATCH-1018,DAY,normal,0,0
9203,2026-01-30T12:21:24.950Z,2026-01-30T12:21:26.669Z,1719,FG-A,BATCH-1018,DAY,normal,0,0
9204,2026-01-30T12:21:26.669Z,2026-01-30T12:21:28.130Z,1461,FG-A,BATCH-1018,DAY,normal,0,0
9205,2026-01-30T12:21:28.130Z,2026-01-30T12:21:29.780Z,1650,FG-A,BATCH-1018,DAY,normal,0,0
9206,2026-01-30T12:21:29.780Z,2026-01-30T12:21:33.036Z,3256,FG-A,BATCH-1018,DAY,slow_cycle,0,1
9207,2026-01-30T12:21:33.036Z,2026-01-30T12:21:34.785Z,1749,FG-A,BATCH-1018,DAY,normal,0,0
9208,2026-01-30T12:21:34.785Z,2026-01-30T12:21:38.257Z,3472,FG-A,BATCH-1018,DAY,slow_cycle,0,1
9209,2026-01-30T12:21:38.257Z,2026-01-30T12:21:39.998Z,1741,FG-A,BATCH-1018,DAY,normal,0,0
9210,2026-01-30T12:21:39.998Z,2026-01-30T12:21:41.778Z,1780,FG-A,BATCH-1018,DAY,normal,0,0
9211,2026-01-30T12:21:41.778Z,2026-01-30T12:21:43.174Z,1396,FG-A,BATCH-1018,DAY,normal,0,0
9212,2026-01-30T12:21:43.174Z,2026-01-30T12:21:44.770Z,1596,FG-A,BATCH-1018,DAY,normal,0,0
9213,2026-01-30T12:21:44.770Z,2026-01-30T12:21:48.747Z,3977,FG-A,BATCH-1018,DAY,jam_recovery,0,1
9214,2026-01-30T12:21:48.747Z,2026-01-30T12:21:50.188Z,1441,FG-A,BATCH-1018,DAY,normal,0,0
9215,2026-01-30T12:21:50.188Z,2026-01-30T12:21:51.768Z,1580,FG-A,BATCH-1018,DAY,normal,0,0
9216,2026-01-30T12:21:51.768Z,2026-01-30T12:21:53.377Z,1609,FG-A,BATCH-1018,DAY,normal,0,0
9217,2026-01-30T12:21:53.377Z,2026-01-30T12:21:54.964Z,1587,FG-A,BATCH-1018,DAY,normal,0,0
9218,2026-01-30T12:21:54.964Z,2026-01-30T12:21:56.533Z,1569,FG-A,BATCH-1018,DAY,normal,0,0
9219,2026-01-30T12:21:56.533Z,2026-01-30T12:21:58.291Z,1758,FG-A,BATCH-1018,DAY,normal,0,0
9220,2026-01-30T12:21:58.291Z,2026-01-30T12:21:59.825Z,1534,FG-A,BATCH-1018,DAY,normal,0,0
9221,2026-01-30T12:21:59.825Z,2026-01-30T12:22:01.562Z,1737,FG-A,BATCH-1018,DAY,normal,0,0
9222,2026-01-30T12:22:01.562Z,2026-01-30T12:22:03.107Z,1545,FG-A,BATCH-1018,DAY,normal,0,0
9223,2026-01-30T12:22:03.107Z,2026-01-30T12:22:04.788Z,1681,FG-A,BATCH-1018,DAY,normal,0,0
9224,2026-01-30T12:22:04.788Z,2026-01-30T12:22:06.361Z,1573,FG-A,BATCH-1018,DAY,normal,0,0
9225,2026-01-30T12:22:06.361Z,2026-01-30T12:22:07.870Z,1509,FG-A,BATCH-1018,DAY,normal,0,0
9226,2026-01-30T12:22:07.870Z,2026-01-30T12:22:09.503Z,1633,FG-A,BATCH-1018,DAY,normal,0,0
9227,2026-01-30T12:22:09.503Z,2026-01-30T12:22:11.186Z,1683,FG-A,BATCH-1018,DAY,normal,0,0
9228,2026-01-30T12:22:11.186Z,2026-01-30T12:22:12.717Z,1531,FG-A,BATCH-1018,DAY,normal,0,0
9229,2026-01-30T12:22:12.717Z,2026-01-30T12:22:14.247Z,1530,FG-A,BATCH-1018,DAY,normal,0,0
9230,2026-01-30T12:22:14.247Z,2026-01-30T12:22:15.917Z,1670,FG-A,BATCH-1018,DAY,normal,0,0
9231,2026-01-30T12:22:15.917Z,2026-01-30T12:22:17.447Z,1530,FG-A,BATCH-1018,DAY,normal,0,0
9232,2026-01-30T12:22:17.447Z,2026-01-30T12:22:18.994Z,1547,FG-A,BATCH-1018,DAY,normal,0,0
9233,2026-01-30T12:22:18.994Z,2026-01-30T12:22:20.631Z,1637,FG-A,BATCH-1018,DAY,normal,0,0
9234,2026-01-30T12:22:20.631Z,2026-01-30T12:22:22.276Z,1645,FG-A,BATCH-1018,DAY,normal,0,0
9235,2026-01-30T12:22:22.276Z,2026-01-30T12:22:23.827Z,1551,FG-A,BATCH-1018,DAY,normal,0,0
9236,2026-01-30T12:22:23.827Z,2026-01-30T12:22:25.331Z,1504,FG-A,BATCH-1018,DAY,normal,0,0
9237,2026-01-30T12:22:25.331Z,2026-01-30T12:22:27.106Z,1775,FG-A,BATCH-1018,DAY,normal,0,0
9238,2026-01-30T12:22:27.106Z,2026-01-30T12:22:31.077Z,3971,FG-A,BATCH-1018,DAY,jam_recovery,0,1
9239,2026-01-30T12:22:31.077Z,2026-01-30T12:22:32.781Z,1704,FG-A,BATCH-1018,DAY,normal,0,0
9240,2026-01-30T12:22:32.781Z,2026-01-30T12:22:34.403Z,1622,FG-A,BATCH-1018,DAY,normal,0,0
9241,2026-01-30T12:22:34.403Z,2026-01-30T12:22:36.127Z,1724,FG-A,BATCH-1018,DAY,normal,0,0
9242,2026-01-30T12:22:36.127Z,2026-01-30T12:22:37.646Z,1519,FG-A,BATCH-1018,DAY,normal,0,0
9243,2026-01-30T12:22:37.646Z,2026-01-30T12:22:39.233Z,1587,FG-A,BATCH-1018,DAY,normal,0,0
9244,2026-01-30T12:22:39.233Z,2026-01-30T12:22:41.058Z,1825,FG-A,BATCH-1018,DAY,normal,0,0
9245,2026-01-30T12:22:41.058Z,2026-01-30T12:22:42.679Z,1621,FG-A,BATCH-1018,DAY,normal,0,0
9246,2026-01-30T12:22:42.679Z,2026-01-30T12:22:44.241Z,1562,FG-A,BATCH-1018,DAY,normal,0,0
9247,2026-01-30T12:22:44.241Z,2026-01-30T12:22:45.906Z,1665,FG-A,BATCH-1018,DAY,normal,0,0
9248,2026-01-30T12:22:45.906Z,2026-01-30T12:22:47.499Z,1593,FG-A,BATCH-1018,DAY,normal,0,0
9249,2026-01-30T12:22:47.499Z,2026-01-30T12:22:49.127Z,1628,FG-A,BATCH-1018,DAY,normal,0,0
9250,2026-01-30T12:22:49.127Z,2026-01-30T12:22:50.517Z,1390,FG-A,BATCH-1018,DAY,normal,0,0
9251,2026-01-30T12:22:50.517Z,2026-01-30T12:22:52.187Z,1670,FG-A,BATCH-1018,DAY,normal,0,0
9252,2026-01-30T12:22:52.187Z,2026-01-30T12:22:53.631Z,1444,FG-A,BATCH-1018,DAY,normal,0,0
9253,2026-01-30T12:22:53.631Z,2026-01-30T12:22:55.207Z,1576,FG-A,BATCH-1018,DAY,normal,0,0
9254,2026-01-30T12:22:55.207Z,2026-01-30T12:22:56.796Z,1589,FG-A,BATCH-1018,DAY,normal,0,0
9255,2026-01-30T12:22:56.796Z,2026-01-30T12:23:02.206Z,5410,FG-A,BATCH-1018,DAY,jam_recovery,1,1
9256,2026-01-30T12:23:02.206Z,2026-01-30T12:23:03.772Z,1566,FG-A,BATCH-1018,DAY,normal,0,0
9257,2026-01-30T12:23:03.772Z,2026-01-30T12:23:11.828Z,8056,FG-A,BATCH-1018,DAY,long_gap,1,1
9258,2026-01-30T12:23:11.828Z,2026-01-30T12:23:13.355Z,1527,FG-A,BATCH-1018,DAY,normal,0,0
9259,2026-01-30T12:23:13.355Z,2026-01-30T12:23:15.018Z,1663,FG-A,BATCH-1018,DAY,normal,0,0
9260,2026-01-30T12:23:15.018Z,2026-01-30T12:23:16.740Z,1722,FG-A,BATCH-1018,DAY,normal,0,0
9261,2026-01-30T12:23:16.740Z,2026-01-30T12:23:18.435Z,1695,FG-A,BATCH-1018,DAY,normal,0,0
9262,2026-01-30T12:23:18.435Z,2026-01-30T12:23:19.927Z,1492,FG-A,BATCH-1018,DAY,normal,0,0
9263,2026-01-30T12:23:19.927Z,2026-01-30T12:23:21.519Z,1592,FG-A,BATCH-1018,DAY,normal,0,0
9264,2026-01-30T12:23:21.519Z,2026-01-30T12:23:23.245Z,1726,FG-A,BATCH-1018,DAY,normal,0,0
9265,2026-01-30T12:23:23.245Z,2026-01-30T12:23:27.995Z,4750,FG-A,BATCH-1018,DAY,jam_recovery,0,1
9266,2026-01-30T12:23:27.995Z,2026-01-30T12:23:29.599Z,1604,FG-A,BATCH-1018,DAY,normal,0,0
9267,2026-01-30T12:23:29.599Z,2026-01-30T12:23:31.373Z,1774,FG-A,BATCH-1018,DAY,normal,0,0
9268,2026-01-30T12:23:31.373Z,2026-01-30T12:23:39.614Z,8241,FG-A,BATCH-1018,DAY,long_gap,1,1
9269,2026-01-30T12:23:39.614Z,2026-01-30T12:23:41.124Z,1510,FG-A,BATCH-1018,DAY,normal,0,0
9270,2026-01-30T12:23:41.124Z,2026-01-30T12:23:42.745Z,1621,FG-A,BATCH-1018,DAY,normal,0,0
9271,2026-01-30T12:23:42.745Z,2026-01-30T12:23:44.283Z,1538,FG-A,BATCH-1018,DAY,normal,0,0
9272,2026-01-30T12:23:44.283Z,2026-01-30T12:23:45.887Z,1604,FG-A,BATCH-1018,DAY,normal,0,0
9273,2026-01-30T12:23:45.887Z,2026-01-30T12:23:47.584Z,1697,FG-A,BATCH-1018,DAY,normal,0,0
9274,2026-01-30T12:23:47.584Z,2026-01-30T12:23:49.150Z,1566,FG-A,BATCH-1018,DAY,normal,0,0
9275,2026-01-30T12:23:49.150Z,2026-01-30T12:23:50.592Z,1442,FG-A,BATCH-1018,DAY,normal,0,0
9276,2026-01-30T12:23:50.592Z,2026-01-30T12:23:52.246Z,1654,FG-A,BATCH-1018,DAY,normal,0,0
9277,2026-01-30T12:23:52.246Z,2026-01-30T12:23:53.828Z,1582,FG-A,BATCH-1018,DAY,normal,0,0
9278,2026-01-30T12:23:53.828Z,2026-01-30T12:23:55.457Z,1629,FG-A,BATCH-1018,DAY,normal,0,0
9279,2026-01-30T12:23:55.457Z,2026-01-30T12:23:57.059Z,1602,FG-A,BATCH-1018,DAY,normal,0,0
9280,2026-01-30T12:23:57.059Z,2026-01-30T12:23:58.940Z,1881,FG-A,BATCH-1018,DAY,normal,0,0
9281,2026-01-30T12:23:58.940Z,2026-01-30T12:24:00.485Z,1545,FG-A,BATCH-1018,DAY,normal,0,0
9282,2026-01-30T12:24:00.485Z,2026-01-30T12:24:02.193Z,1708,FG-A,BATCH-1018,DAY,normal,0,0
9283,2026-01-30T12:24:02.193Z,2026-01-30T12:24:03.658Z,1465,FG-A,BATCH-1018,DAY,normal,0,0
9284,2026-01-30T12:24:03.658Z,2026-01-30T12:24:05.351Z,1693,FG-A,BATCH-1018,DAY,normal,0,0
9285,2026-01-30T12:24:05.351Z,2026-01-30T12:24:06.983Z,1632,FG-A,BATCH-1018,DAY,normal,0,0
9286,2026-01-30T12:24:06.983Z,2026-01-30T12:24:08.563Z,1580,FG-A,BATCH-1018,DAY,normal,0,0
9287,2026-01-30T12:24:08.563Z,2026-01-30T12:24:10.172Z,1609,FG-A,BATCH-1018,DAY,normal,0,0
9288,2026-01-30T12:24:10.172Z,2026-01-30T12:24:11.638Z,1466,FG-A,BATCH-1018,DAY,normal,0,0
9289,2026-01-30T12:24:11.638Z,2026-01-30T12:24:13.307Z,1669,FG-A,BATCH-1018,DAY,normal,0,0
9290,2026-01-30T12:24:13.307Z,2026-01-30T12:24:14.931Z,1624,FG-A,BATCH-1018,DAY,normal,0,0
9291,2026-01-30T12:24:14.931Z,2026-01-30T12:24:16.641Z,1710,FG-A,BATCH-1018,DAY,normal,0,0
9292,2026-01-30T12:24:16.641Z,2026-01-30T12:24:18.275Z,1634,FG-A,BATCH-1018,DAY,normal,0,0
9293,2026-01-30T12:24:18.275Z,2026-01-30T12:24:19.852Z,1577,FG-A,BATCH-1018,DAY,normal,0,0
9294,2026-01-30T12:24:19.852Z,2026-01-30T12:24:21.433Z,1581,FG-A,BATCH-1018,DAY,normal,0,0
9295,2026-01-30T12:24:21.433Z,2026-01-30T12:24:23.015Z,1582,FG-A,BATCH-1018,DAY,normal,0,0
9296,2026-01-30T12:24:23.015Z,2026-01-30T12:24:24.718Z,1703,FG-A,BATCH-1018,DAY,normal,0,0
9297,2026-01-30T12:24:24.718Z,2026-01-30T12:24:26.160Z,1442,FG-A,BATCH-1018,DAY,normal,0,0
9298,2026-01-30T12:24:26.160Z,2026-01-30T12:24:27.809Z,1649,FG-A,BATCH-1018,DAY,normal,0,0
9299,2026-01-30T12:24:27.809Z,2026-01-30T12:24:29.459Z,1650,FG-A,BATCH-1018,DAY,normal,0,0
9300,2026-01-30T12:24:29.459Z,2026-01-30T12:24:31.145Z,1686,FG-A,BATCH-1018,DAY,normal,0,0
9301,2026-01-30T12:24:31.145Z,2026-01-30T12:24:32.777Z,1632,FG-A,BATCH-1018,DAY,normal,0,0
9302,2026-01-30T12:24:32.777Z,2026-01-30T12:24:34.529Z,1752,FG-A,BATCH-1018,DAY,normal,0,0
9303,2026-01-30T12:24:34.529Z,2026-01-30T12:24:35.996Z,1467,FG-A,BATCH-1018,DAY,normal,0,0
9304,2026-01-30T12:24:35.996Z,2026-01-30T12:24:49.414Z,13418,FG-A,BATCH-1018,DAY,long_gap,1,1
9305,2026-01-30T12:24:49.414Z,2026-01-30T12:24:51.111Z,1697,FG-A,BATCH-1018,DAY,normal,0,0
9306,2026-01-30T12:24:51.111Z,2026-01-30T12:24:52.861Z,1750,FG-A,BATCH-1018,DAY,normal,0,0
9307,2026-01-30T12:24:52.861Z,2026-01-30T12:24:54.525Z,1664,FG-A,BATCH-1018,DAY,normal,0,0
9308,2026-01-30T12:24:54.525Z,2026-01-30T12:24:56.122Z,1597,FG-A,BATCH-1018,DAY,normal,0,0
9309,2026-01-30T12:24:56.122Z,2026-01-30T12:24:57.857Z,1735,FG-A,BATCH-1018,DAY,normal,0,0
9310,2026-01-30T12:24:57.857Z,2026-01-30T12:24:59.506Z,1649,FG-A,BATCH-1018,DAY,normal,0,0
9311,2026-01-30T12:24:59.506Z,2026-01-30T12:25:00.679Z,1173,FG-A,BATCH-1018,DAY,fast_cycle,0,0
9312,2026-01-30T12:25:00.679Z,2026-01-30T12:25:02.260Z,1581,FG-A,BATCH-1018,DAY,normal,0,0
9313,2026-01-30T12:25:02.260Z,2026-01-30T12:25:03.845Z,1585,FG-A,BATCH-1018,DAY,normal,0,0
9314,2026-01-30T12:25:03.845Z,2026-01-30T12:25:05.459Z,1614,FG-A,BATCH-1018,DAY,normal,0,0
9315,2026-01-30T12:25:05.459Z,2026-01-30T12:25:06.953Z,1494,FG-A,BATCH-1018,DAY,normal,0,0
9316,2026-01-30T12:25:06.953Z,2026-01-30T12:25:08.557Z,1604,FG-A,BATCH-1018,DAY,normal,0,0
9317,2026-01-30T12:25:08.557Z,2026-01-30T12:25:10.063Z,1506,FG-A,BATCH-1018,DAY,normal,0,0
9318,2026-01-30T12:25:10.063Z,2026-01-30T12:25:11.759Z,1696,FG-A,BATCH-1018,DAY,normal,0,0
9319,2026-01-30T12:25:11.759Z,2026-01-30T12:25:13.280Z,1521,FG-A,BATCH-1018,DAY,normal,0,0
9320,2026-01-30T12:25:13.280Z,2026-01-30T12:25:14.991Z,1711,FG-A,BATCH-1018,DAY,normal,0,0
9321,2026-01-30T12:25:14.991Z,2026-01-30T12:25:16.657Z,1666,FG-A,BATCH-1018,DAY,normal,0,0
9322,2026-01-30T12:25:16.657Z,2026-01-30T12:25:18.252Z,1595,FG-A,BATCH-1018,DAY,normal,0,0
9323,2026-01-30T12:25:18.252Z,2026-01-30T12:25:19.938Z,1686,FG-A,BATCH-1018,DAY,normal,0,0
9324,2026-01-30T12:25:19.938Z,2026-01-30T12:25:21.574Z,1636,FG-A,BATCH-1018,DAY,normal,0,0
9325,2026-01-30T12:25:21.574Z,2026-01-30T12:25:23.284Z,1710,FG-A,BATCH-1018,DAY,normal,0,0
9326,2026-01-30T12:25:23.284Z,2026-01-30T12:25:24.956Z,1672,FG-A,BATCH-1018,DAY,normal,0,0
9327,2026-01-30T12:25:24.956Z,2026-01-30T12:25:26.589Z,1633,FG-A,BATCH-1018,DAY,normal,0,0
9328,2026-01-30T12:25:26.589Z,2026-01-30T12:25:28.177Z,1588,FG-A,BATCH-1018,DAY,normal,0,0
9329,2026-01-30T12:25:28.177Z,2026-01-30T12:25:29.729Z,1552,FG-A,BATCH-1018,DAY,normal,0,0
9330,2026-01-30T12:25:29.729Z,2026-01-30T12:25:31.224Z,1495,FG-A,BATCH-1018,DAY,normal,0,0
